NORAD_CAT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE
90488,11/15/2019 21:32,14.9283084,0.002659,97.9255,300.2701,164.4162,195.7881,6967.25,96.461,607.641,570.589
96496,11/15/2019 21:32,13.16225665,0.0016062,82.5523,94.0189,348.9379,122.5015,7577.307,109.403,1211.343,1187.002
17468,11/15/2019 21:33,12.94370185,0.0029945,90.2996,301.3346,249.2034,110.5876,7662.365,111.251,1307.175,1261.285
18187,11/15/2019 21:33,12.55900806,0.0041926,74.0101,230.5001,236.6777,189.766,7818.047,114.658,1472.69,1407.134
20601,11/15/2019 21:33,13.64429931,0.0128937,82.9841,112.0908,293.693,221.77,7397.773,105.538,1115.022,924.253
27196,11/15/2019 21:33,14.05886714,0.0120979,99.323,117.1112,195.9388,163.7957,7251.618,102.426,961.213,785.754
35343,11/15/2019 21:33,14.43856965,0.0014053,98.0355,271.3546,75.6824,284.5929,7123.92,99.732,755.796,735.774
54795,11/15/2019 21:33,15.57285929,0.0004734,51.6407,337.3059,47.9704,312.1691,6773.652,92.468,398.724,392.311
64071,11/15/2019 21:33,1.00266352,0.0004037,0.0439,113.4921,87.441,116.4602,42166.255,1436.174,35805.142,35771.097
68099,11/15/2019 21:33,14.21421925,0.0037802,98.9276,53.3765,249.79,109.921,7198.684,101.307,847.762,793.337
87337,11/15/2019 21:33,15.019143,0,97.721,131.579,0,35.11,6939.130783,95.878,560.993783,560.993783
90171,11/15/2019 21:33,14.76067407,0.0020679,97.9853,34.4517,71.3933,288.9504,7019.901,97.556,656.283,627.25
7660,11/15/2019 21:34,14.6133602,0.0021202,97.9339,295.8493,76.7462,341.5858,7067,98.539,703.848,673.881
9594,11/15/2019 21:34,15.019143,0,97.588,208.725,0,217.168,6939.130783,95.878,560.993783,560.993783
18742,11/15/2019 21:34,15.019143,0,97.744,105.859,0,227.389,6939.130783,95.878,560.993783,560.993783
42682,11/15/2019 21:34,14.86809486,0.0003675,74.0366,232.7761,3.0684,357.0517,6986.048,96.851,610.481,605.346
43879,11/15/2019 21:34,15.2486165,0.0009428,97.4337,23.7083,169.0686,191.0758,6869.337,94.434,497.679,484.726
79077,11/15/2019 21:34,14.06985583,0.0114989,70.9695,244.1325,72.9138,348.6928,7247.842,102.346,953.049,786.365
90518,11/15/2019 21:34,14.15898663,0.0017902,98.9696,285.1234,108.9645,251.3474,7217.393,101.702,852.179,826.338
2952,11/15/2019 21:35,14.31882644,0.001028,74.0364,119.1261,243.6389,116.3707,7163.581,100.566,792.81,778.082
8113,11/15/2019 21:35,12.6226386,9.55E-05,52.0078,217.2669,88.598,349.1129,7791.751,114.08,1414.36,1412.872
19441,11/15/2019 21:35,13.98566849,0.0462593,81.293,200.0372,82.6752,41.9379,7276.899,102.962,1235.388,562.139
20200,11/15/2019 21:35,0.97109856,0.0014711,15.9968,8.2389,141.8629,242.572,43075.1,1482.856,36760.333,36633.597
20200,11/15/2019 21:35,0.97109856,0.0014711,15.9968,8.2389,141.8629,242.572,43075.1,1482.856,36760.333,36633.597
24915,11/15/2019 21:35,15.37769526,0.0008212,96.962,208.7358,288.3584,71.6769,6830.843,93.642,458.318,447.099
46974,11/15/2019 21:35,13.62022395,0.0070441,65.5719,246.5433,252.5338,169.8224,7406.488,105.725,1080.525,976.181
50902,11/15/2019 21:35,14.56024576,0.0127699,98.6514,277.5245,0.0129,0.105,7084.176,98.899,796.505,615.577
50908,11/15/2019 21:35,15.74213394,0.000278,97.2136,16.8056,146.9784,300.2192,6725.007,91.474,348.742,345.002
75295,11/15/2019 21:35,14.11861881,0.0052741,82.9515,278.7184,65.7666,347.3191,7231.144,101.992,891.147,814.871
88518,11/15/2019 21:35,12.55665535,0.0033569,74.0246,226.7321,39.1206,28.5494,7819.023,114.68,1467.136,1414.64
91597,11/15/2019 21:35,12.51544796,0.0029043,101.8894,67.5682,59.8822,59.2474,7836.177,115.057,1480.8,1435.283
96958,11/15/2019 21:35,14.12022618,0.012144,98.3706,49.2784,46.8443,16.855,7230.595,101.981,940.268,764.652
3438,11/15/2019 21:36,14.55765557,0.0013261,74.0417,240.8215,189.0086,236.0268,7085.016,98.917,716.277,697.486
8712,11/15/2019 21:36,14.54135746,0.0045347,74.0344,221.7806,232.6095,127.0935,7090.309,99.027,744.327,680.022
16032,11/15/2019 21:36,13.29541052,0.001173,74.0159,235.8885,321.3303,103.1136,7526.631,108.308,1157.325,1139.668
22576,11/15/2019 21:36,12.54905288,0.0038427,74.0181,228.8966,118.3937,308.5636,7822.181,114.749,1474.104,1413.987
44763,11/15/2019 21:36,14.91806146,0.0089083,98.0941,88.5744,268.7673,90.3338,6970.44,96.527,654.4,530.211
47040,11/15/2019 21:36,12.64856521,0.0017562,82.6083,299.7137,110.4905,249.8075,7781.1,113.846,1416.63,1389.299
59605,11/15/2019 21:36,15.37830893,0.000818,96.9621,208.7517,286.6468,73.3879,6830.661,93.638,458.114,446.939
72210,11/15/2019 21:36,14.96406034,0.0015019,98.12,227.7257,170.7391,189.4113,6956.148,96.23,588.461,567.566
89260,11/15/2019 21:36,13.79294016,0.0001622,99.3514,325.0169,60.7538,299.3779,7344.528,104.401,967.585,965.202
94447,11/15/2019 21:36,14.77645898,0.0017128,98.0975,277.138,16.406,46.2359,7014.901,97.452,648.781,624.751
2729,11/15/2019 21:37,12.51827019,0.0015175,74.0295,234.648,8.0388,57.3313,7834.999,115.031,1468.753,1444.974
4511,11/15/2019 21:37,14.38828319,0.0008254,45.0178,296.1943,328.4886,31.5468,7140.509,100.081,768.268,756.48
7120,11/15/2019 21:37,15.16196412,0.0015946,82.5263,334.0221,265.4766,94.4646,6895.485,94.974,528.346,506.355
13593,11/15/2019 21:37,13.73858692,0.0021742,82.9433,222.8998,33.6868,84.7682,7363.887,104.814,1001.762,969.741
16390,11/15/2019 21:37,12.42235057,0.00286,73.5985,149.853,247.3832,237.2703,7875.279,115.92,1519.667,1474.621
51669,11/15/2019 21:37,14.21616767,0.0002125,98.7418,32.4119,291.0618,69.0282,7198.027,101.293,821.421,818.362
53369,11/15/2019 21:37,12.33720876,0.0169224,101.5955,95.1788,26.8372,91.3235,7911.47,116.72,1667.216,1399.454
54116,11/15/2019 21:37,12.57875613,0.004204,73.9929,101.0155,278.8548,198.0237,7809.862,114.478,1464.559,1398.894
61311,11/15/2019 21:37,14.37372089,0.0019975,74.0157,155.2628,174.1112,186.0281,7145.331,100.182,781.469,752.923
64334,11/15/2019 21:37,15.17975597,0.000209,97.4702,254.7705,62.7265,8.6093,6890.096,94.863,513.401,510.521
81934,11/15/2019 21:37,13.40032438,0.0080246,99.7843,34.2139,216.2972,206.2198,7487.295,107.46,1169.242,1049.077
96511,11/15/2019 21:37,15.24832631,0.0012213,97.4006,22.9339,71.6388,288.6177,6869.425,94.436,499.679,482.9
97153,11/15/2019 21:37,14.26122735,0.005658,99.0005,98.4322,209.2554,282.8484,7182.857,100.973,845.362,764.081
3825,11/15/2019 21:38,14.4668219,0.0085671,98.5696,297.508,257.4718,162.7055,7114.642,99.538,797.459,675.555
9593,11/15/2019 21:38,11.49696346,0.0599616,101.9195,313.7972,20.4749,44.8788,8292.39,125.25,2411.48,1417.03
18229,11/15/2019 21:38,14.63554477,0.0028657,74.0161,132.8041,197.1461,162.8741,7059.857,98.39,701.953,661.49
28077,11/15/2019 21:38,13.33455016,0.0841586,62.9711,295.9474,71.1654,297.8675,7511.896,107.99,1765.952,501.57
40322,11/15/2019 21:38,12.55321832,0.0040784,82.6013,306.0667,316.645,102.6436,7820.45,114.711,1474.21,1410.42
46239,11/15/2019 21:38,12.6226488,0.0002118,51.9876,124.3005,70.477,17.2436,7791.746,114.08,1415.262,1411.961
57083,11/15/2019 21:38,15.20841476,0.001389,97.3956,19.7223,73.1806,287.0952,6881.438,94.684,512.861,493.744
61970,11/15/2019 21:38,13.32449855,0.0391703,98.7078,60.4117,214.1452,263.9539,7515.673,108.071,1431.93,843.147
64506,11/15/2019 21:38,14.7433315,0.0005928,98.8228,60.6277,57.5294,302.6484,7025.405,97.671,651.435,643.106
78997,11/15/2019 21:38,15.33161828,0.0011276,97.2064,215.7687,162.9153,327.8145,6844.522,93.923,474.105,458.669
82468,11/15/2019 21:38,14.91997684,0.0014478,82.4983,114.6725,15.039,345.1257,6969.844,96.514,601.8,581.618
86019,11/15/2019 21:38,13.05649008,0.0884946,65.8234,135.1768,348.9689,9.2995,7618.173,110.289,1914.206,565.871
90535,11/15/2019 21:38,14.25580965,0.0082323,74.1914,271.5056,354.8171,5.2115,7184.677,101.011,865.688,747.395
91945,11/15/2019 21:38,14.01908836,0.0007812,81.2668,257.7282,243.1655,116.8713,7265.329,102.717,892.87,881.519
1798,11/15/2019 21:39,3.80999943,0.6114682,49.0805,139.189,125.2973,308.0825,17316.172,377.952,21526.326,349.748
20408,11/15/2019 21:39,13.54304032,0.0053634,100.464,290.4916,334.9231,79.5556,7434.602,106.327,1096.341,1016.592
28383,11/15/2019 21:39,13.47934727,0.0155458,101.0916,297.8955,128.3721,287.0408,7458.003,106.83,1195.809,963.928
46729,11/15/2019 21:39,15.019143,0,97.728,54.422,0,263.189,6939.130783,95.878,560.993783,560.993783
56210,11/15/2019 21:39,12.56909801,0.0063095,74.0264,126.2338,337.4793,129.702,7813.862,114.566,1485.029,1386.425
96627,11/15/2019 21:39,12.5246836,0.0025588,101.8236,66.9995,210.7432,263.1122,7832.324,114.972,1474.23,1434.148
2784,11/15/2019 21:40,15.37793666,0.0008028,96.9616,208.7107,287.6705,72.3664,6830.772,93.64,458.12,447.153
3821,11/15/2019 21:40,12.63985415,0.0003779,82.582,282.9838,219.6432,203.7305,7784.674,113.925,1409.481,1403.597
13117,11/15/2019 21:40,12.96140984,0.0031282,90.2996,299.8282,201.8896,223.9932,7655.384,111.099,1301.197,1253.301
14323,11/15/2019 21:40,12.83478815,0.0867248,65.8681,159.5212,85.2178,284.7205,7705.651,112.195,1995.787,659.245
22387,11/15/2019 21:40,1.00273019,0.0001676,0.0132,291.6727,300.8607,127.4811,42164.386,1436.079,35793.317,35779.184
34708,11/15/2019 21:40,14.18059443,0.0155654,97.7612,284.2424,346.3348,13.3639,7210.06,101.547,944.152,719.697
65690,11/15/2019 21:40,14.06426485,0.0057747,81.2613,20.0903,115.5002,245.2155,7249.763,102.387,913.493,829.762
69209,11/15/2019 21:40,13.79347421,0.009892,82.9521,247.7301,14.3908,49.8218,7344.339,104.397,1038.854,893.554
71087,11/15/2019 21:40,13.20576359,0.0130981,99.7132,295.145,213.1305,175.4935,7560.656,109.043,1281.551,1083.491
74796,11/15/2019 21:40,15.019143,0,97.588,208.729,0,143.668,6939.130783,95.878,560.993783,560.993783
86779,11/15/2019 21:40,15.26460345,0.0002954,97.3114,34.4277,274.3105,206.895,6864.54,94.335,488.433,484.378
92092,11/15/2019 21:40,14.29822537,0.0013221,98.5765,304.3297,322.4471,37.5795,7170.461,100.711,801.806,782.846
96483,11/15/2019 21:40,14.70052364,0.0099483,99.026,304.3949,22.0202,338.5231,7039.037,97.955,730.929,590.876
1474,11/15/2019 21:41,14.80884775,0.0001596,97.9588,316.6783,82.4077,277.7335,7004.669,97.239,627.652,625.416
2646,11/15/2019 21:41,13.31891896,0.0872575,79.8558,210.1063,167.0092,195.5191,7517.772,108.116,1795.619,483.655
6666,11/15/2019 21:41,14.43712062,0.0086387,98.629,293.5438,305.1412,106.7731,7124.397,99.742,807.807,684.716
9356,11/15/2019 21:41,15.019143,0,97.681,157.302,0,308.567,6939.130783,95.878,560.993783,560.993783
24245,11/15/2019 21:41,15.02507765,0.0037375,97.4648,354.7639,20.9369,339.3377,6937.303,95.839,585.096,533.24
52545,11/15/2019 21:41,14.38285363,0.054694,82.9484,73.1562,119.7911,245.8833,7142.306,100.119,1154.812,373.529
69217,11/15/2019 21:41,15.1802583,0.0003511,97.3904,38.3486,305.6141,180.1676,6889.944,94.86,514.228,509.39
85277,11/15/2019 21:41,12.04967045,0.1517619,82.5921,113.2663,66.6611,308.6627,8036.835,119.505,2878.385,439.014
88610,11/15/2019 21:41,13.82176332,0.0196981,70.8972,272.9503,153.2442,272.3706,7334.314,104.183,1100.651,811.707
89294,11/15/2019 21:41,15.61896894,0.0007606,48.4145,275.8936,17.0204,343.0998,6760.315,92.195,387.321,377.038
99501,11/15/2019 21:41,15.19606794,0.0016052,97.3615,68.607,344.4298,134.414,6885.165,94.761,518.082,495.978
12458,11/15/2019 21:42,15.22523747,0.0010343,97.3848,17.3575,260.3216,99.6853,6876.368,94.579,505.345,491.12
17427,11/15/2019 21:42,15.17141831,0.0012271,97.4513,321.7062,224.0551,197.3158,6892.62,94.915,522.943,506.027
38019,11/15/2019 21:42,12.57906019,0.0057706,74.0014,162.4871,268.4139,198.0979,7809.736,114.475,1476.668,1386.534
45590,11/15/2019 21:42,13.91685239,0.0090808,99.3844,284.4251,283.4384,136.6917,7300.867,103.471,989.03,856.435
76693,11/15/2019 21:42,15.31084276,0.0010852,82.7213,112.4002,262.1554,97.8456,6850.713,94.05,480.012,465.143
88150,11/15/2019 21:42,15.019143,0,97.681,157.303,0,240.317,6939.130783,95.878,560.993783,560.993783
97348,11/15/2019 21:42,15.20171675,0.0002247,81.1873,251.5148,217.5079,142.5996,6883.459,94.726,506.871,503.777
6503,11/15/2019 21:43,15.22698625,0.0010608,97.3849,17.36,260.1965,99.8074,6875.841,94.568,505,490.412
23485,11/15/2019 21:43,2.01002756,0.6623526,64.1294,288.0277,44.7012,352.6192,26521.647,716.408,37710.194,2576.83
24047,11/15/2019 21:43,15.25153982,0.0011688,97.3992,22.895,72.2118,288.0394,6868.46,94.416,498.352,482.297
26468,11/15/2019 21:43,15.3152296,0.0099501,98.1913,221.1527,188.2634,171.6972,6849.404,94.024,539.422,403.117
35597,11/15/2019 21:43,15.22611695,0.0008744,97.5183,22.7306,286.0608,73.9665,6876.103,94.574,503.98,491.955
45966,11/15/2019 21:43,14.33093452,0.0027118,74.0033,156.7224,240.2902,119.555,7159.546,100.481,800.826,761.996
61276,11/15/2019 21:43,13.75342697,0.002895,82.9437,43.8323,319.6157,159.4418,7358.589,104.701,1001.757,959.151
69041,11/15/2019 21:43,13.19672504,0.0020892,82.9199,296.7962,133.9178,284.8986,7564.108,109.117,1201.776,1170.17
73690,11/15/2019 21:43,1.98675157,0.6592136,66.0247,343.9448,54.2186,350.6321,26728.389,724.801,37969.973,2730.536
75457,11/15/2019 21:43,14.87305474,0.0006588,98.0659,70.5916,270.2451,89.7983,6984.495,96.819,610.962,601.759
94526,11/15/2019 21:43,14.31630258,0.0057902,70.0496,223.8446,98.2517,262.518,7164.423,100.584,827.772,744.805
95886,11/15/2019 21:43,14.27373582,2.64E-05,98.4422,274.6291,137.4829,222.6372,7178.66,100.884,800.714,800.335
98161,11/15/2019 21:43,14.13884325,0.0039361,81.2295,229.415,12.3182,347.8943,7224.247,101.847,874.547,817.676
283,11/15/2019 21:44,14.7525116,0.0059263,97.8038,194.3591,63.751,296.9774,7022.491,97.61,685.973,602.738
5577,11/15/2019 21:44,15.43030342,0.0057073,97.5485,91.1872,255.5224,103.9686,6815.308,93.322,476.07,398.276
6963,11/15/2019 21:44,0.99982402,0.0013159,13.3761,24.3793,170.0185,192.9437,42246.052,1440.253,35923.508,35812.325
11610,11/15/2019 21:44,1.68580017,0.3677817,8.8446,93.3711,186.7256,169.5492,29821.611,854.193,34411.319,12475.633
12488,11/15/2019 21:44,15.59624709,0.0002861,51.6402,334.3629,24.8287,335.2843,6766.879,92.329,390.68,386.808
20372,11/15/2019 21:44,15.67406424,0.0006102,97,348.1964,63.0816,14.5561,6744.463,91.871,370.444,362.213
38255,11/15/2019 21:44,12.98662311,0.0032446,90.2983,303.1194,50.1677,310.2292,7645.472,110.883,1292.144,1242.531
41051,11/15/2019 21:44,14.22261218,0.0069211,98.8793,71.2726,115.1154,356.8672,7195.852,101.247,867.52,767.914
57300,11/15/2019 21:44,13.90120049,0.0083139,83.2859,294.8327,78.0205,311.9466,7306.347,103.588,988.956,867.467
77612,11/15/2019 21:44,15.2526568,0.0008351,97.4364,24.0985,169.6213,190.5199,6868.124,94.409,495.725,484.254
78895,11/15/2019 21:44,14.70912788,0.00214,86.3434,25.5368,128.668,231.6455,7036.292,97.898,673.215,643.099
79678,11/15/2019 21:44,14.36058307,0.0038995,86.2919,31.8397,62.8151,349.7428,7149.688,100.274,799.433,743.673
93298,11/15/2019 21:44,15.14107821,0.0014339,97.4643,318.5407,222.11,207.1268,6901.825,95.105,533.586,513.793
93339,11/15/2019 21:44,15.17679735,0.0005819,82.5011,23.3523,307.7373,105.1205,6890.992,94.881,516.866,508.847
3080,11/15/2019 21:45,13.92649441,0.0019993,65.827,173.1469,354.9768,107.7966,7297.497,103.4,933.952,904.772
13066,11/15/2019 21:45,14.39954474,0.0107066,98.7041,297.6932,126.4952,234.6156,7136.785,100.003,835.061,682.24
14750,11/15/2019 21:45,6.30605175,0.4704091,25.646,243.2822,156.5552,234.8714,12375.52,228.352,11818.943,175.828
23276,11/15/2019 21:45,15.25482342,0.0007635,97.4344,24.0783,185.2952,174.8206,6867.474,94.396,494.582,484.096
32126,11/15/2019 21:45,14.08587563,0.0107715,81.2105,238.9447,24.799,335.8302,7242.346,102.23,942.222,786.2
36787,11/15/2019 21:45,15.43459205,0.0003428,87.3459,343.4383,93.791,266.3739,6814.046,93.296,438.247,433.575
37852,11/15/2019 21:45,12.14546444,0.0147992,74.1134,253.3469,346.0599,70.946,7994.52,118.562,1734.698,1498.073
38709,11/15/2019 21:45,3.75988623,0.6198276,6.3827,132.872,186.3959,158.7878,17469.696,382.99,21919.762,263.361
54925,11/15/2019 21:45,15.84025161,0.0005068,51.6326,294.389,84.7727,275.3855,6697.208,90.907,322.467,315.678
68882,11/15/2019 21:45,11.53672358,0.1870537,82.9609,87.598,313.0766,32.78,8273.326,124.818,3442.748,347.635
69118,11/15/2019 21:45,15.23406503,0.0007797,97.5172,23.0141,294.1013,65.9408,6873.711,94.525,500.936,490.217
73784,11/15/2019 21:45,13.30742381,0.0182264,100.3805,104.3775,232.604,254.2431,7522.101,108.21,1281.067,1006.865
76756,11/15/2019 21:45,13.79824395,0.0015117,99.2515,204.104,197.2978,291.7334,7342.646,104.361,975.611,953.411
79922,11/15/2019 21:45,14.12553361,0.0010798,70.9681,48.6628,224.579,135.4464,7228.784,101.943,858.454,842.843
86116,11/15/2019 21:45,15.019143,0,97.728,54.426,0,69.689,6939.130783,95.878,560.993783,560.993783
89538,11/15/2019 21:45,14.53556023,0.0014138,98.3204,44.569,122.6716,237.5846,7092.194,99.067,724.086,704.032
89746,11/15/2019 21:45,15.2310447,0.0014797,97.3684,38.937,79.1702,50.1164,6874.62,94.543,506.657,486.312
11682,11/15/2019 21:46,15.38694,0.001596,97.683,157.69,57.934,196.235,6828.107332,93.586,460.868955,439.07171
13401,11/15/2019 21:46,15.22545714,0.001293,97.3978,20.8422,62.6084,297.6466,6876.302,94.578,507.058,489.276
18780,11/15/2019 21:46,12.57824093,0.0500039,99.7721,65.2753,138.2063,343.0844,7810.075,114.483,1822.474,1041.406
26699,11/15/2019 21:46,15.25031553,0.0007277,97.4338,23.8833,189.4516,170.6586,6868.827,94.424,495.691,485.694
28738,11/15/2019 21:46,15.80971286,0.0087788,82.9008,198.9574,174.9266,185.2916,6705.829,91.083,386.563,268.825
33432,11/15/2019 21:46,14.62549262,0.0001906,97.8174,325.4867,95.832,264.3091,7063.091,98.458,686.302,683.61
45128,11/15/2019 21:46,14.55174918,0.0029509,98.1668,86.2147,122.1204,238.2863,7086.933,98.957,729.711,687.885
56284,11/15/2019 21:46,12.70173067,0.0985359,62.7987,213.1265,138.521,229.4992,7759.372,113.37,2145.813,616.66
65739,11/15/2019 21:46,13.22035679,0.0024213,82.9734,242.8951,241.876,182.9991,7555.091,108.922,1195.249,1158.663
74809,11/15/2019 21:46,15.24869654,0.0005929,97.432,23.9517,191.4706,168.6398,6869.313,94.434,495.251,487.106
87277,11/15/2019 21:46,13.98595439,0.010892,99.2245,63.5053,196.5454,288.6418,7276.799,102.96,977.923,819.406
83,11/15/2019 21:47,12.62532696,0.0006526,82.5753,288.1438,206.6814,153.3942,7790.645,114.056,1417.594,1407.425
172,11/15/2019 21:47,14.36474527,0.0017493,74.0743,128.2784,271.5857,88.3292,7148.307,100.245,782.676,757.667
4857,11/15/2019 21:47,14.87505163,0.0014111,98.0814,85.3479,91.8039,268.4793,6983.87,96.806,615.59,595.88
10800,11/15/2019 21:47,14.89024744,0.0022382,97.7198,284.011,218.4005,141.562,6979.118,96.707,616.604,585.362
17747,11/15/2019 21:47,15.38531367,0.0006721,82.5647,293.6792,97.1341,263.0669,6828.588,93.595,455.042,445.863
44372,11/15/2019 21:47,14.31457739,0.0063838,70.833,233.3991,278.0848,199.2362,7164.999,100.596,832.604,741.124
47345,11/15/2019 21:47,13.74543712,0.0204345,98.9817,68.8582,228.6145,253.2224,7361.44,104.762,1133.732,832.878
76642,11/15/2019 21:47,12.30335829,0.0699277,65.8614,125.0956,52.8942,313.3888,7925.975,117.041,2102.085,993.595
85138,11/15/2019 21:47,14.5912943,0.0306088,65.7451,135.5392,319.4878,38.3793,7074.123,98.688,912.518,479.457
88389,11/15/2019 21:47,15.16427406,0.0010339,97.5305,340.6584,198.0998,259.6138,6894.785,94.96,523.778,509.521
537,11/15/2019 21:48,13.27437356,0.0190899,90.365,291.7822,163.51,251.0068,7534.581,108.479,1300.281,1012.612
7866,11/15/2019 21:48,12.33879659,0.0030761,102.2587,290.801,223.3978,161.6196,7910.792,116.705,1556.991,1508.322
17794,11/15/2019 21:48,14.24443687,5.27E-05,98.6142,257.01,188.7912,171.3258,7188.5,101.092,810.744,809.986
19581,11/15/2019 21:48,12.9239861,0.0029178,90.3019,299.0258,320.882,39.0188,7670.155,111.42,1314.4,1269.64
24061,11/15/2019 21:48,14.1781928,0.0170718,73.9927,151.8467,205.3592,276.6243,7210.874,101.564,955.841,709.636
32840,11/15/2019 21:48,12.58520424,0.0040884,74.0024,150.5027,278.1823,190.4514,7807.194,114.42,1460.978,1397.14
43186,11/15/2019 21:48,14.6295541,0.0033066,98.0996,18.8689,341.2947,18.7037,7061.784,98.43,706.999,660.298
49461,11/15/2019 21:48,14.0893594,0.0020167,81.3001,228.0388,167.372,192.796,7241.152,102.204,877.62,848.413
55640,11/15/2019 21:48,14.3720008,0.0034613,74.03,295.5991,323.8378,36.0434,7145.901,100.194,792.5,743.032
58442,11/15/2019 21:48,14.22934071,0.0004362,98.3933,325.0545,73.4298,286.736,7193.584,101.199,818.586,812.311
67482,11/15/2019 21:48,12.54412493,0.0083828,74.0283,230.3622,336.459,94.0655,7824.229,114.794,1511.683,1380.505
67501,11/15/2019 21:48,14.05198245,0.0013376,82.5413,124.4277,6.8524,118.727,7253.987,102.476,885.554,866.149
70457,11/15/2019 21:48,14.56719856,0.0093707,86.478,108.3984,335.1014,144.3255,7081.922,98.852,770.149,637.424
72511,11/15/2019 21:48,15.22085563,0.0008663,97.5162,22.5329,275.628,84.3968,6877.687,94.607,505.511,493.594
82362,11/15/2019 21:48,12.64298641,0.0004696,82.5688,268.9833,53.4942,0.5217,7783.388,113.897,1408.908,1401.598
90636,11/15/2019 21:48,15.21610501,0.0010953,97.3856,16.9726,255.7973,104.2046,6879.119,94.636,508.519,493.449
95965,11/15/2019 21:48,12.5323594,0.0036805,101.6589,23.121,355.7121,56.2341,7829.125,114.902,1479.806,1422.175
4709,11/15/2019 21:49,14.64379498,0.001006,98.002,50.8713,80.2676,279.9663,7057.205,98.335,686.169,671.97
8536,11/15/2019 21:49,13.96749754,0.0003312,67.1459,147.8851,285.3284,74.7435,7283.208,103.096,907.486,902.661
11843,11/15/2019 21:49,14.60110011,0.0006534,74.0064,113.9141,204.298,267.5007,7070.955,98.622,697.44,688.2
21870,11/15/2019 21:49,2.03979304,0.4863948,70.4086,203.0983,72.0205,114.3003,26263.006,705.953,32659.06,7110.681
38552,11/15/2019 21:49,12.6596623,0.001463,82.5834,258.8925,111.5503,308.9406,7776.552,113.747,1409.794,1387.04
39571,11/15/2019 21:49,14.25015834,0.009482,86.3918,107.0207,290.0089,187.7687,7186.576,101.051,876.584,740.298
44580,11/15/2019 21:49,12.22882534,0.0136713,74.0505,236.304,251.1245,173.4837,7958.148,117.754,1688.811,1471.214
86533,11/15/2019 21:49,12.5823275,0.0052688,74.0268,129.1508,325.4287,141.181,7808.384,114.446,1471.39,1389.108
88355,11/15/2019 21:49,12.22278891,0.0125339,74.021,289.5591,43.4268,16.2738,7960.767,117.812,1682.412,1482.853
4327,11/15/2019 21:50,14.44669686,0.0146986,96.4745,90.9683,123.0768,238.464,7121.248,99.676,847.785,638.441
13443,11/15/2019 21:50,13.55067072,0.0270674,98.8499,289.1695,168.202,192.5633,7431.81,106.267,1254.835,852.516
21903,11/15/2019 21:50,14.17506518,0.0050572,98.9682,29.6181,313.1338,101.6031,7211.934,101.586,870.272,797.327
37515,11/15/2019 21:50,12.63064353,0.00025,82.5861,296.3907,18.1146,342.0034,7788.458,114.008,1412.27,1408.376
40876,11/15/2019 21:50,2.08465732,0.7345891,22.5572,255.2841,138.9426,309.6446,25884.834,690.761,38521.416,491.982
48498,11/15/2019 21:50,13.59140257,0.0043207,73.438,359.1294,243.5744,168.8022,7416.955,105.949,1070.866,1006.773
51804,11/15/2019 21:50,15.56715799,0.0182259,98.0416,85.1377,49.6439,312.0569,6775.306,92.502,520.657,273.685
55466,11/15/2019 21:50,14.60186321,0.0024478,74.0378,244.7801,136.9073,337.3951,7070.709,98.617,709.882,675.266
55646,11/15/2019 21:50,15.25053399,0.000886,97.4344,23.7577,168.33,191.8145,6868.762,94.422,496.712,484.541
73310,11/15/2019 21:50,12.52061909,0.1169525,63.0005,290.1364,121.0349,340.6089,7834.019,115.01,2372.092,539.676
90743,11/15/2019 21:50,12.55454314,0.0034248,74.03,261.9296,190.142,226.218,7819.9,114.699,1468.547,1414.983
92929,11/15/2019 21:50,14.22712568,0.0064736,98.711,42.7906,189.0801,236.4438,7194.33,101.215,862.768,769.622
6685,11/15/2019 21:51,2.04164314,0.6200607,67.3451,119.174,96.2461,204.2489,26247.137,705.314,36143.821,3594.184
7519,11/15/2019 21:51,14.04999878,0.0057895,81.2545,170.4064,261.163,98.298,7254.669,102.491,918.535,834.533
23425,11/15/2019 21:51,13.7466147,0.0030518,82.9254,234.1625,106.7641,323.065,7361.02,104.753,1005.349,960.42
38946,11/15/2019 21:51,13.94712547,0.0098435,99.3534,78.2952,19.9608,340.5362,7290.299,103.247,983.926,840.402
56846,11/15/2019 21:51,14.3004437,0.0007357,98.8815,298.9129,264.3659,95.6684,7169.719,100.696,796.859,786.309
62637,11/15/2019 21:51,14.29985938,0.0001195,98.5779,324.9736,86.5062,5.285,7169.914,100.7,792.636,790.923
70270,11/15/2019 21:51,14.2840547,0.0063126,86.2219,22.3651,193.114,166.8414,7175.202,100.811,842.361,751.773
73584,11/15/2019 21:51,13.72306313,0.003329,82.9426,251.1097,140.5612,283.4738,7369.439,104.932,1015.837,966.771
73863,11/15/2019 21:51,12.62265258,0.0001772,51.966,118.3158,120.2868,38.8428,7791.745,114.08,1414.991,1412.229
74995,11/15/2019 21:51,1.0276023,0.8355174,25.4796,336.0579,314.9024,2.1789,41481.246,1401.32,69761.414,444.808
83439,11/15/2019 21:51,13.23117705,0.0843063,65.7936,167.3956,266.4202,84.0159,7550.971,108.833,1809.431,536.242
98724,11/15/2019 21:51,14.40173115,0.0135894,59.7079,292.155,26.2398,334.5441,7136.063,99.987,854.903,660.953
